title,link
TOTOLINK.A3700R.setWizardCfg.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/56050
Tenda.O3V2.SetStp.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56051
Thecus.4800Eco.Setmain.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56015
Rejetto.HFS.CVE-2024-23692.Server-Side.Template.Injection,https://www.fortiguard.com/encyclopedia/ips/56049
Elber.Multiple.Devices.json_data.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56025
Progress.Telerik.Report.Server.Register.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/56035
Progress.Telerik.Report.Server.Report.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/56038
Tongda.Office.Anywhere.seal_manage.delete_seal.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56043
Tongda.Office.Anywhere.staff_reinstatement.delete.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/56039
Aquatronica.Control.System.tcp.php.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/56008
D-Link.DAR-7000.mailrecvview.php.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56001
MS.Windows.CVE-2024-30080.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55937
TendaW.20E.formIPMacBindModify.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55995
changedetection.io.notification_body.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56007
WordPress.Hash.Form.Plugin.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55998
Lantronix.PremierWave2050.FsBrowseClean.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55991
Lantronix.PremierWave2050.FsUnmount.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55990
Lantronix.PremierWave2050.SslGenerateCSR.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55989
Optilink.OP-XT71000N.Diag_tracert_admin.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55983
Justice.AV.Solutions.Viewer.fffmpeg.Backdoor,https://www.fortiguard.com/encyclopedia/ips/55981
Crestron.Devices.PARSERtoCHAR.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55578
Dell.OpenManage.Server.Administrator.Arbitrary.File.Read,https://www.fortiguard.com/encyclopedia/ips/55977
Google.Chrome.DevTools.Runtime.evaluate.Sandbox.Bypass,https://www.fortiguard.com/encyclopedia/ips/55972
NVS365.netchkCfg.address.Parameter.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55950
TOTOLINK.CP900L.cstecgi.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55955
ZBT.WE1626.Network.Diagnosis.test_wget.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/55947
Zyxel.NAS.SetTimeMachineStatus.Target_share.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55190
Adobe.Acrobat.CVE-2019-8048.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55970
PHP.Filters.Chain.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55964
Adobe.Acrobat.CVE-2019-8016.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/55954
Adobe.Acrobat.CoolType.AFDKO.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/55946
FortiSIEM.API.element.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55953
Byzoro.Smart.S80.webmailattach.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55929
Agentejo.Cockpit.registerCriteriaFunction.Code.Injection,https://www.fortiguard.com/encyclopedia/ips/55767
ArticleCMS.Upload.Image.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55733
D-Link.DIR-822.LoginPassword.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/55903
D-Link.DIR-846.SetAutoUpgradeInfo.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55812
D-Link.DSR-250.DSR-1000.UPnP.Service.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55830
FreeRDP.CVE-2024-32459.Out-of-Bounds.Read,https://www.fortiguard.com/encyclopedia/ips/55928
Freelancy.API.Files.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55781
IO-DATA.WFS-SR03.Pro_stor_canceltrans.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55911
TOTOLINK.EX1800T.apcliEncrypType.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55902
TOTOLINK.LR350.cstecgi.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55927
TOTOLINK.NR1800X.cstecgi.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55925
Tenda.Devices.fromNatlimit.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55921
Viessmann.Vitogate.300.Hardcoded.Credentials.Access,https://www.fortiguard.com/encyclopedia/ips/55875
WordPress.Business.Directory.class-search.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55926
WordPress.Hotel.Booking.Plugin.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/55803
WordPress.Stop.Spammers.Plugin.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/55809
WWBN.AVideo.SystemRootPath.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55918
Cacti.cmd_realtime.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55907
Lantronix.PremierWave.2050.SslGenerate.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55468
D-Link.DAR-7000.webmailattach.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55869
Oria.Gridx.test_grid_filter.query.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55893
WAYOS.FBM-291W.Upgrade_filter.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55866
Zabbix.Server.Audit.Log.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55901
Rust.Standard.Library.BatBadBut.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55882
TP-Link.WR-886N.check_reg_verify_code.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55838
TP-Link.WR-886N.check_reset_pwd_verify_code.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55842
TP-Link.WR-886N.cloud_device.info.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55846
TP-Link.WR-886N.get_reg_verify_code.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55847
TP-Link.WR-886N.get_reset_pwd_veirfy_code.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55848
TP-Link.WR-886N.modify_account_pwd.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55851
TP-Link.WR-886N.reset_cloud_pwd.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55853
TP-Link.WR-886N.router_post.login.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55849
TP-Link.WR-886N.router_post.register.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55850
TP-Link.WR-886N.upgrade_info.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55856
Tenda.Devices.setSambaCfg.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55857
Ubiquiti.EdgeRouter.X.OSPF.Handler.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55855
CyberPower.PowerPanel.Enterprise.MCUDBHelper.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55861
Ampache.get_info.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55785
Byzoro.Smart.Management.importexport.php.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55829
Byzoro.Smart.userattestation.php.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55802
Eveo.URVE.Web.Manager.vpro.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55757
Linksys.E1700.NTP.setDateTime.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55799
Linksys.RE7000.AccessControlList.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55828
MS.SharePoint.Server.CVE-2024-30044.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55760
